Country,Age,isbn,average_rating,original_publication_year,title,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,price
 usa,31,044900483X,4.05,1998.0,"Children of God (The Sparrow, #2)",12938,113,557,2685,5856,4798,6.09
 canada,24,044900483X,4.05,1998.0,"Children of God (The Sparrow, #2)",12938,113,557,2685,5856,4798,6.09
 usa,47,044900483X,4.05,1998.0,"Children of God (The Sparrow, #2)",12938,113,557,2685,5856,4798,6.09
 usa,45,044900483X,4.05,1998.0,"Children of God (The Sparrow, #2)",12938,113,557,2685,5856,4798,6.09
 canada,32,044900483X,4.05,1998.0,"Children of God (The Sparrow, #2)",12938,113,557,2685,5856,4798,6.09
 usa,50,044900483X,4.05,1998.0,"Children of God (The Sparrow, #2)",12938,113,557,2685,5856,4798,6.09
 canada,47,044900483X,4.05,1998.0,"Children of God (The Sparrow, #2)",12938,113,557,2685,5856,4798,6.09
 usa,58,044900483X,4.05,1998.0,"Children of God (The Sparrow, #2)",12938,113,557,2685,5856,4798,6.09
 usa,49,044900483X,4.05,1998.0,"Children of God (The Sparrow, #2)",12938,113,557,2685,5856,4798,6.09
 usa,32,044900483X,4.05,1998.0,"Children of God (The Sparrow, #2)",12938,113,557,2685,5856,4798,6.09
 usa,18,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,22,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,21,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,47,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,28,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,34,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,26,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,31,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,45,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 philippines,17,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,43,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,23,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,52,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,34,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 canada,29,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,34,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,55,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,58,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 portugal,29,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,31,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 china,30,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,21,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,34,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 canada,28,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,22,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 australia,59,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,43,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,25,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,26,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,26,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 australia,30,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,46,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,53,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,26,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,27,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,60,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,30,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,25,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,45,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,26,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,31,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,62,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 canada,25,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,32,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,35,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,30,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,52,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 usa,35,042510687X,3.96,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",48357,352,1713,12686,19072,15346,11.79
 germany,27,080213422X,3.94,1965.0,The Painted Bird,14284,470,972,3160,5795,5584,650.00
 spain,41,080213422X,3.94,1965.0,The Painted Bird,14284,470,972,3160,5795,5584,650.00
 usa,39,080213422X,3.94,1965.0,The Painted Bird,14284,470,972,3160,5795,5584,650.00
 usa,35,080213422X,3.94,1965.0,The Painted Bird,14284,470,972,3160,5795,5584,650.00
 usa,42,080213422X,3.94,1965.0,The Painted Bird,14284,470,972,3160,5795,5584,650.00
 usa,30,080213422X,3.94,1965.0,The Painted Bird,14284,470,972,3160,5795,5584,650.00
 united kingdom,25,080213422X,3.94,1965.0,The Painted Bird,14284,470,972,3160,5795,5584,650.00
 usa,47,080213422X,3.94,1965.0,The Painted Bird,14284,470,972,3160,5795,5584,650.00
 germany,27,1857984986,3.93,1961.0,"The Stainless Steel Rat (Stainless Steel Rat, #4)",10285,106,528,2791,4447,3365,10.19
 iceland,34,1857984986,3.93,1961.0,"The Stainless Steel Rat (Stainless Steel Rat, #4)",10285,106,528,2791,4447,3365,10.19
 usa,65,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 canada,40,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,28,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,29,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,37,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,35,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,53,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 canada,35,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,35,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,40,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,62,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,30,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,63,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,60,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,34,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 canada,62,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,42,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,52,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,30,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,45,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,50,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,36,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,26,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,54,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 bahrain,32,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,26,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,46,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,25,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,49,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,46,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,23,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,25,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 canada,40,074322423X,3.62,2000.0,Self Matters: Creating Your Life from the Inside Out,9609,516,1037,2877,2790,2700,6.30
 usa,24,1931514925,4.05,2001.0,"Chobits, Vol. 1",34149,1089,2071,6685,8499,15978,24.99
 usa,18,1931514925,4.05,2001.0,"Chobits, Vol. 1",34149,1089,2071,6685,8499,15978,24.99
 usa,30,1931514925,4.05,2001.0,"Chobits, Vol. 1",34149,1089,2071,6685,8499,15978,24.99
 usa,14,1931514925,4.05,2001.0,"Chobits, Vol. 1",34149,1089,2071,6685,8499,15978,24.99
 usa,15,1931514925,4.05,2001.0,"Chobits, Vol. 1",34149,1089,2071,6685,8499,15978,24.99
 usa,28,1931514925,4.05,2001.0,"Chobits, Vol. 1",34149,1089,2071,6685,8499,15978,24.99
 usa,22,1931514925,4.05,2001.0,"Chobits, Vol. 1",34149,1089,2071,6685,8499,15978,24.99
 usa,27,1931514925,4.05,2001.0,"Chobits, Vol. 1",34149,1089,2071,6685,8499,15978,24.99
 usa,34,1931514925,4.05,2001.0,"Chobits, Vol. 1",34149,1089,2071,6685,8499,15978,24.99
 usa,20,1931514925,4.05,2001.0,"Chobits, Vol. 1",34149,1089,2071,6685,8499,15978,24.99
 canada,26,088038672X,4.14,1989.0,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",26237,135,901,5503,10612,11788,1.00
 canada,34,088038672X,4.14,1989.0,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",26237,135,901,5503,10612,11788,1.00
 usa,33,088038672X,4.14,1989.0,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",26237,135,901,5503,10612,11788,1.00
 usa,43,088038672X,4.14,1989.0,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",26237,135,901,5503,10612,11788,1.00
 usa,33,088038672X,4.14,1989.0,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",26237,135,901,5503,10612,11788,1.00
 usa,27,088038672X,4.14,1989.0,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",26237,135,901,5503,10612,11788,1.00
 portugal,25,088038672X,4.14,1989.0,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",26237,135,901,5503,10612,11788,1.00
 canada,30,088038672X,4.14,1989.0,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",26237,135,901,5503,10612,11788,1.00
 canada,24,088038672X,4.14,1989.0,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",26237,135,901,5503,10612,11788,1.00
 usa,32,088038672X,4.14,1989.0,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",26237,135,901,5503,10612,11788,1.00
 usa,33,088038672X,4.14,1989.0,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",26237,135,901,5503,10612,11788,1.00
 usa,41,088038672X,4.14,1989.0,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",26237,135,901,5503,10612,11788,1.00
 usa,35,1578562589,4.16,2000.0,Having a Mary Heart in a Martha World: Finding Intimacy With God in the Busyness of Life,12501,149,469,2232,4284,5704,3.69
 australia,42,057114456X,4.12,1990.0,Immortality,18574,206,859,4186,8619,9244,4.56
 germany,38,057114456X,4.12,1990.0,Immortality,18574,206,859,4186,8619,9244,4.56
 portugal,47,057114456X,4.12,1990.0,Immortality,18574,206,859,4186,8619,9244,4.56
 united kingdom,35,057114456X,4.12,1990.0,Immortality,18574,206,859,4186,8619,9244,4.56
 usa,27,006093140X,3.75,1962.0,The Golden Notebook,13790,727,1465,3429,5023,4734,5.62
 usa,36,006093140X,3.75,1962.0,The Golden Notebook,13790,727,1465,3429,5023,4734,5.62
 usa,35,006093140X,3.75,1962.0,The Golden Notebook,13790,727,1465,3429,5023,4734,5.62
 belgium,28,006093140X,3.75,1962.0,The Golden Notebook,13790,727,1465,3429,5023,4734,5.62
 usa,27,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,18,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,51,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,16,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,35,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,52,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,43,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,30,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,49,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,14,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,29,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,43,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,28,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,44,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,60,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 canada,47,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,38,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,37,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,51,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,39,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,38,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,47,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,41,078670621X,4.36,1959.0,Endurance: Shackleton's Incredible Voyage,50142,457,979,5939,18166,28485,14.09
 usa,15,156931778X,4.24,1999.0,Battle Royale,35641,441,1298,5660,14240,19554,34.88
 usa,31,156931778X,4.24,1999.0,Battle Royale,35641,441,1298,5660,14240,19554,34.88
 usa,29,156931778X,4.24,1999.0,Battle Royale,35641,441,1298,5660,14240,19554,34.88
 united kingdom,24,156931778X,4.24,1999.0,Battle Royale,35641,441,1298,5660,14240,19554,34.88
 united kingdom,18,156931778X,4.24,1999.0,Battle Royale,35641,441,1298,5660,14240,19554,34.88
 usa,30,156931778X,4.24,1999.0,Battle Royale,35641,441,1298,5660,14240,19554,34.88
 usa,36,156931778X,4.24,1999.0,Battle Royale,35641,441,1298,5660,14240,19554,34.88
 usa,15,1931514941,3.73,1999.0,"Love Hina, Vol. 01",10926,684,1135,2594,2664,3969,336.62
 usa,18,1931514941,3.73,1999.0,"Love Hina, Vol. 01",10926,684,1135,2594,2664,3969,336.62
 usa,36,1931514941,3.73,1999.0,"Love Hina, Vol. 01",10926,684,1135,2594,2664,3969,336.62
 usa,15,1931514941,3.73,1999.0,"Love Hina, Vol. 01",10926,684,1135,2594,2664,3969,336.62
 usa,22,1931514941,3.73,1999.0,"Love Hina, Vol. 01",10926,684,1135,2594,2664,3969,336.62
 usa,21,1931514941,3.73,1999.0,"Love Hina, Vol. 01",10926,684,1135,2594,2664,3969,336.62
 usa,20,1931514941,3.73,1999.0,"Love Hina, Vol. 01",10926,684,1135,2594,2664,3969,336.62
 argentina,27,843391426X,3.78,1989.0,Hollywood,12923,166,904,4410,5842,3447,27.36
 usa,27,1555838537,4.27,1993.0,Stone Butch Blues,13570,197,411,1948,4256,7157,36.82
 usa,27,1576739759,4.13,2001.0,Secrets of the Vine: Breaking Through to Abundance,10040,181,507,1909,2901,4764,4.92
 usa,48,1576739759,4.13,2001.0,Secrets of the Vine: Breaking Through to Abundance,10040,181,507,1909,2901,4764,4.92
 usa,25,1576739759,4.13,2001.0,Secrets of the Vine: Breaking Through to Abundance,10040,181,507,1909,2901,4764,4.92
 usa,28,1576739759,4.13,2001.0,Secrets of the Vine: Breaking Through to Abundance,10040,181,507,1909,2901,4764,4.92
 usa,21,1576739759,4.13,2001.0,Secrets of the Vine: Breaking Through to Abundance,10040,181,507,1909,2901,4764,4.92
 usa,21,1576739759,4.13,2001.0,Secrets of the Vine: Breaking Through to Abundance,10040,181,507,1909,2901,4764,4.92
 usa,25,1576739759,4.13,2001.0,Secrets of the Vine: Breaking Through to Abundance,10040,181,507,1909,2901,4764,4.92
 usa,43,1576739759,4.13,2001.0,Secrets of the Vine: Breaking Through to Abundance,10040,181,507,1909,2901,4764,4.92
 usa,41,1576739759,4.13,2001.0,Secrets of the Vine: Breaking Through to Abundance,10040,181,507,1909,2901,4764,4.92
 usa,38,1576739759,4.13,2001.0,Secrets of the Vine: Breaking Through to Abundance,10040,181,507,1909,2901,4764,4.92
 usa,21,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,34,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 spain,23,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,38,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,33,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,43,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,27,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 united kingdom,38,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,34,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 netherlands,27,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,40,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 united kingdom,31,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,37,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,38,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 united kingdom,23,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 spain,26,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,36,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 finland,24,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,36,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,26,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,35,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,29,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,28,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,47,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,44,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,27,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,26,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 belgium,28,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 france,23,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 spain,38,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 usa,23,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 united kingdom,32,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 germany,34,1573227889,4.0,1998.0,Tipping the Velvet,36560,1259,2297,8646,15936,17101,7.80
 finland,58,038000321X,4.08,1974.0,Alive: The Story of the Andes Survivors,49300,455,1337,10066,20488,18285,3.97
 usa,41,038000321X,4.08,1974.0,Alive: The Story of the Andes Survivors,49300,455,1337,10066,20488,18285,3.97
 usa,37,038000321X,4.08,1974.0,Alive: The Story of the Andes Survivors,49300,455,1337,10066,20488,18285,3.97
 usa,21,038000321X,4.08,1974.0,Alive: The Story of the Andes Survivors,49300,455,1337,10066,20488,18285,3.97
 usa,28,038000321X,4.08,1974.0,Alive: The Story of the Andes Survivors,49300,455,1337,10066,20488,18285,3.97
 usa,49,038000321X,4.08,1974.0,Alive: The Story of the Andes Survivors,49300,455,1337,10066,20488,18285,3.97
 canada,22,038000321X,4.08,1974.0,Alive: The Story of the Andes Survivors,49300,455,1337,10066,20488,18285,3.97
 spain,33,038000321X,4.08,1974.0,Alive: The Story of the Andes Survivors,49300,455,1337,10066,20488,18285,3.97
 usa,34,038000321X,4.08,1974.0,Alive: The Story of the Andes Survivors,49300,455,1337,10066,20488,18285,3.97
 usa,57,038000321X,4.08,1974.0,Alive: The Story of the Andes Survivors,49300,455,1337,10066,20488,18285,3.97
 usa,35,038000321X,4.08,1974.0,Alive: The Story of the Andes Survivors,49300,455,1337,10066,20488,18285,3.97
 canada,30,038000321X,4.08,1974.0,Alive: The Story of the Andes Survivors,49300,455,1337,10066,20488,18285,3.97
 usa,33,038000321X,4.08,1974.0,Alive: The Story of the Andes Survivors,49300,455,1337,10066,20488,18285,3.97
 usa,28,038000321X,4.08,1974.0,Alive: The Story of the Andes Survivors,49300,455,1337,10066,20488,18285,3.97
 united kingdom,49,038000321X,4.08,1974.0,Alive: The Story of the Andes Survivors,49300,455,1337,10066,20488,18285,3.97
 usa,31,038000321X,4.08,1974.0,Alive: The Story of the Andes Survivors,49300,455,1337,10066,20488,18285,3.97
 usa,52,038000321X,4.08,1974.0,Alive: The Story of the Andes Survivors,49300,455,1337,10066,20488,18285,3.97
