"","title","avg_rating","genres","author","num_pages","price","publish_date","rating_1","rating_2","rating_3","rating_4","rating_5","review"
"1549","World War Z: An Oral History of the Zombie War",4.01,"Horror, Post Apocalyptic, Science Fiction, Fiction, Apocalyptic, Zombies, Fantasy","Max Brooks",342,"$4.16","9/12/06",8620,22158,73232,135595,146830,77287
"1550","Twenty Thousand Leagues Under the Sea",3.88,"Cultural, Classics, Steampunk, Science Fiction, Fiction, Literature, Novels, France, Classic Literature, Adventure, Fantasy","Jules Verne",394,"$11.86","4/1/02",2634,10111,44098,63635,51034,34302
"1551","Fang",4.06,"Young Adult, Science Fiction, Fantasy","James Patterson",309,"$0.73 to $1.18","3/15/10",1254,3433,9862,15673,24010,10846
"1552","Tinker, Tailor, Soldier, Spy",4.05,"Mystery, Fiction, Thriller, Spy Thriller, Classics, Espionage","John le Carrí©",379,"$16.12","10/1/02",1121,2817,10320,22583,22419,11852
"1553","The Wee Free Men",4.27,"Fantasy, Fiction, Humor, Young Adult","Terry Pratchett",390,"$10.22","4/26/04",714,2027,11688,27897,40349,16535
"1554","Under the Never Sky",4,"Romance, Young Adult, Fantasy, Dystopia, Science Fiction","Veronica Rossi",374,"$9.19","2/7/12",3032,5273,18755,37040,38520,20524
"1555","Crooked Kingdom",4.62,"Fantasy, Young Adult","Leigh Bardugo",536,"$4.99","9/27/16",280,885,5992,28088,81068,23263
"1556","The Portrait of a Lady",3.77,"Fiction, Classics, Literature, 19th Century","Henry James",797,"$5.49","9/30/03",2126,5330,16704,22358,18783,13060
"1557","Underworld",3.92,"Fiction, Literature, Literary Fiction, Novels, American","Don DeLillo",827,"$29.95","4/26/99",906,1844,4685,8120,9044,4920
"1558","Look Homeward, Angel",3.94,"Novels, Literature, Classics, Fiction","Thomas Wolfe",644,"$475.00","10/10/06",354,806,2319,4057,4248,2357
"1559","The Purpose Driven Life: What on Earth Am I Here for?",3.92,"Christianity, Nonfiction, Spirituality, Self Help, Religion, Christian","Rick Warren",334,"$21.10","2/1/07",11101,14699,38410,55528,84519,40851
"1560","Guards! Guards!",4.33,"Fantasy, Humor, Fiction","Terry Pratchett",376,"$23.22","8/26/01",1011,2035,16818,50505,70862,28246
"1561","Flatland: A Romance of Many Dimensions",3.82,"Fiction, Mathematics, Science Fiction, Science, Classics","Edwin A. Abbott",96,"$141.98","9/21/92",1111,3331,11712,17128,13132,9283
"1562","To Live and Die in Fantasyland",4.33,"Fantasy","Ben Peller",320,"$4.69","5/1/13",0,0,9,41,38,18
"1563","The Executioner's Song",4.06,"True Crime, Mystery, Crime, Nonfiction","Norman Mailer",1056,"$14.75","4/28/98",299,766,2996,6348,6524,3387
"1564","The City of Dreaming Books",4.36,"Fiction, Writing, Fantasy, Humor, European Literature, German Literature, Books About Books","Walter Moers",461,"$5.85","3/1/07",183,418,1554,3820,7858,2767
"1565","The Indigo Spell",4.39,"Paranormal, Vampires, Romance, Young Adult, Fantasy","Richelle Mead",401,"$18.88","2/12/13",620,1499,9409,26330,48122,17196
"1566","The Battle of the Labyrinth",4.39,"Fiction, Young Adult, Mythology, Fantasy","Rick Riordan",361,"$10.17","3/6/08",2794,8995,69512,196468,339459,123446
"1567","Anansi Boys",4.02,"Fiction, Urban Fantasy, Mythology, Fantasy","Neil Gaiman",387,"$200.00","9/26/06",1326,6106,35360,75680,55347,34764
"1568","The Agony and the Ecstasy",4.07,"Historical Fiction, Historical, Cultural, Classics, Art, Fiction, Italy","Irving Stone",776,"$400.00","3/3/87",2507,3325,12070,23748,31255,14581
"1569","The Wise Man's Fear",4.58,"Fiction, Epic Fantasy, Fantasy","Patrick Rothfuss",994,"$145.00","3/1/11",1976,4998,22077,82594,242916,70912
"1570","The Wonderful Wizard of Oz",3.99,"Childrens, Audiobook, Classics, Middle Grade, Fiction, Magic, Literature, Young Adult, Adventure, Fantasy","L. Frank Baum",154,"$29.00","4/26/95",5165,15660,73851,109183,116087,63989
"1571","The Sea of Tranquility",4.32,"Abuse, New Adult, Contemporary, Romance, Fiction, Young Adult, Sociology","Katja Millay",426,"$2.99","11/13/12",1469,2555,8335,20082,41600,14808
"1572","Forrest Gump",4.06,"Humor, Historical Fiction, Historical, Movies, Classics, Fiction, Media Tie In","Winston Groom",248,"$12.89","10/1/02",1652,3312,9276,16817,24232,11058
"1573","The Goldfinch",3.9,"Fiction, Contemporary, Literary Fiction","Donna Tartt",771,"$6.99","10/22/13",23012,41956,111300,185959,206116,113669
"1574","Bastard Out of Carolina",4.1,"Fiction, Young Adult, Southern, Coming Of Age, Novels, Classics, American","Dorothy Allison",320,"$3.18","9/6/05",473,1301,6144,14114,13863,7179
"1575","Seduced in the Dark",4.29,"Romance, Adult Fiction, Adult, BDSM, Dark, Erotica","C.J. Roberts",505,"$12.99","8/30/12",1194,1888,6153,13853,28803,10378
"1576","A Court of Wings and Ruin",4.5,"Fantasy, New Adult, Romance, Young Adult","Sarah J. Maas",699,"$19.99","5/2/17",1354,3462,12697,38381,103051,31789
"1577","Fear",4.24,"Young Adult, Dystopia, Science Fiction","Michael  Grant",509,"$1,299.99","4/3/12",639,1410,5831,13180,20529,8318
"1578","The Sorcerer in the North",4.26,"Fantasy, Adventure, Fiction, Young Adult","John Flanagan",304,"$9.87","6/25/09",532,1160,7794,18013,25715,10643
"1579","UnWholly",4.25,"Young Adult, Dystopia, Science Fiction","Neal Shusterman",416,"$8.39","8/28/12",447,1032,5884,16189,20224,8755
"1580","The Call of Cthulhu and Other Weird Stories",4.22,"Short Stories, Fiction, Fantasy, Science Fiction, Horror, Classics","H.P. Lovecraft",420,"$4.90","10/1/99",293,1006,4873,11639,15045,6571
"1581","84, Charing Cross Road",4.19,"Nonfiction, Books About Books, European Literature, Historical, Adult, Classics, Memoir, British Literature, Biography, Biography Memoir, History, Autobiography, Writing","Helene Hanff",97,"$10.17","10/1/90",212,939,5605,14163,15047,7193
"1582","Twenties Girl",3.82,"Romance, Womens Fiction, Contemporary, Fiction, Chick Lit","Sophie Kinsella",435,"$11.29","7/21/09",4188,10472,35104,47445,43304,28103
"1583","Medea",3.85,"Fiction, Fantasy, Academic, Literature, Theatre, Read For School, Tragedy, School, Plays, Mythology, Drama, Classics","Euripides",59,"$3.34","4/19/93",799,3360,12784,17065,14656,9733
"1584","Water for Elephants",4.08,"Fiction, Romance, Historical Fiction, Historical","Sara Gruen",335,"$4.91","5/1/07",18346,54296,220464,463699,482182,247797
"1585","A Streetcar Named Desire",3.98,"Academic, School, Classics, Drama, Plays, Fiction","Tennessee Williams",107,"$14.95","12/1/52",4220,13263,52604,87757,86866,48942
"1586","Candide",3.76,"Cultural, Classics, Fiction, Literature, Philosophy, France","Voltaire",129,"$193.59","1/1/91",5554,16165,51794,68602,54299,39283
"1587","Honor and Polygamy",4.24,"History, Polyamory, Nonfiction, Polygamy","Omar Farhad",132,"$11.21","5/7/14",8,8,13,35,90,31
"1588","Extras",3.59,"Young Adult, Dystopia, Science Fiction","Scott Westerfeld",417,"$29.95","10/2/07",3614,11668,29158,29035,23569,19409
"1589","A Distant Mirror:  The Calamitous 14th Century",4.08,"Nonfiction, History, European History, Historical, Medieval History, Medieval","Barbara W. Tuchman",677,"$8.44","7/12/87",860,1177,4377,9324,11599,5467
"1590","The Cadaver Factory",4.36,"Mystery, Contemporary, Fiction, Science Fiction, Thriller, Suspense, Horror, Crime","Kenneth Jarrett Singleton",52,"$100.00","11/28/04",2,1,24,85,114,45
"1591","Musashi",4.45,"Asian Literature, Japan, Fiction, Historical Fiction, Cultural, Historical, Japanese Literature, Classics","Eiji Yoshikawa",970,"$40.00","7/14/95",73,218,1266,3627,7800,2597
"1592","A Discovery of Witches",4,"Paranormal, Witches, Vampires, Romance, Fiction, Fantasy","Deborah Harkness",579,"$4.19","2/26/11",11158,19790,52034,95481,124282,60549
"1593","Clockwork Prince",4.45,"Young Adult, Romance, Paranormal, Fantasy","Cassandra Clare",502,"$10.22","12/6/11",4511,7787,35975,102206,241621,78420
"1594","The Illuminatus! Trilogy",4.01,"Humor, Fiction, Fantasy, Science Fiction, Philosophy","Robert Shea",805,"$9.73","12/26/83",459,923,2514,4133,5826,2771
"1595","Mythology: Timeless Tales of Gods and Heroes",3.99,"Nonfiction, Classics, History, Mythology, Fantasy","Edith Hamilton",497,"$20.95","9/14/98",642,1831,8550,15310,13770,8021
"1596","The Subtle Knife",4.12,"Fiction, Young Adult, Fantasy","Philip Pullman",326,"$6.32","7/22/97",4234,12472,52979,110826,128622,61827
"1597","The Tin Drum",3.96,"European Literature, Historical Fiction, Historical, German Literature, Cultural, Classics, Germany, Fiction, Literature","Gí_nter Grass",580,"$3.28","4/26/05",1176,2428,6577,11912,13469,7112
"1598","Bloodfever",4.29,"Paranormal Romance, Urban Fantasy, Paranormal, Fairies, Romance, Fae, Fantasy","Karen Marie Moning",303,"$3.99","10/16/07",483,2005,11541,30645,42304,17396
"1599","Darkfever",4.12,"Paranormal Romance, Urban Fantasy, Paranormal, Fairies, Romance, Fae, Fantasy","Karen Marie Moning",309,"$17.80","10/31/06",3431,6698,23369,42719,63228,27889
"1600","The Complete Maus",4.55,"Nonfiction, Graphic Novels, Sequential Art, Comics, Biography, History","Art Spiegelman",296,"$23.70","10/2/03",425,1191,7393,28957,70514,21696
"1601","The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change",4.08,"Self Help, Nonfiction, Leadership, Personal Development, Psychology, Business","Stephen R. Covey",372,"$0.99","11/9/04",10825,19948,70922,132073,177651,82284
"1602","The Prime of Miss Jean Brodie",3.75,"Fiction, Historical Fiction, Scotland, Historical, Cultural, Classics","Muriel Spark",150,"$10.08","2/3/99",780,2962,10466,13943,9350,7500
"1603","Diary of a Wimpy Kid",3.97,"Fiction, Humor, Young Adult, Childrens, Realistic Fiction","Jeff Kinney",217,"$12.62","4/1/07",13626,23432,65764,86566,143673,66612
"1604","If You Give a Mouse a Cookie",4.25,"Childrens, Picture Books","Laura Joffe Numeroff",40,"$16.08","10/6/15",3967,8990,35908,56708,123259,45766
"1605","From Hell",4.16,"Graphic Novels, Fiction, Historical Fiction, Graphic Novels Comics, Comics, Historical, Sequential Art, Horror","Alan Moore",576,"$1,299.00","4/26/07",474,1303,4618,9939,13508,5968
"1606","The Runaway Bunny",4.11,"Childrens, Picture Books","Margaret Wise Brown",48,"$7.36","1/24/17",1748,3255,10852,15752,29062,12134
"1607","A Dance with Dragons",4.32,"Fiction, Epic Fantasy, Fantasy","George R.R. Martin",1125,"$9.99","7/12/11",2763,11332,60326,167356,250441,98444
"1608","Poison Study",4.15,"Romance, Magic, Fiction, Young Adult, Fantasy","Maria V. Snyder",409,"$11.14","3/1/07",1863,4597,19675,45390,52743,24854
"1609","Since You've Been Gone",4.15,"Young Adult, Romance, Contemporary","Morgan Matson",464,"$16.77","5/6/14",1394,3152,12747,29413,35609,16463
"1610","Dead Until Dark",3.96,"Mystery, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy","Charlaine Harris",292,"$10.98","5/1/01",12139,27120,101639,156574,174337,94362
"1611","Identical",4.32,"Young Adult, Poetry, Contemporary, Fiction","Ellen Hopkins",565,"$12.84","8/26/08",800,1861,6847,13728,29985,10644
"1612","The Last Temptation of Christ",4.16,"Fiction, Historical Fiction, Literature, Religion, Historical, Classics","Nikos Kazantzakis",506,"$7.88","3/1/98",189,423,1697,3768,4884,2192
"1613","Horton Hears a Who!",4.17,"Picture Books, Fiction, Humor, Fantasy, Childrens, Animals, Classics, Kids, Juvenile, Poetry","Dr. Seuss",64,"$4.87","10/10/90",1220,3465,16244,25820,41980,17746
"1614","Wildwood Dancing",4.09,"Romance, Fiction, Fantasy, Young Adult, Fairy Tales","Juliet Marillier",407,"$5.95","1/23/07",395,1123,4649,8785,10313,5053
"1615","Giovanni's Room",4.23,"GLBT, Fiction, Queer, LGBT, Gay, Novels, Classics","James Baldwin",159,"$4.95","6/26/00",545,1325,5779,15125,19621,8479
"1616","Enna Burning",3.97,"Fantasy, Fiction, Romance, Young Adult","Shannon Hale",317,"$20.85","9/1/06",296,1578,8466,14358,11579,7255
"1617","Freedom",3.74,"Novels, Literature, Contemporary, Fiction","Jonathan Franzen",562,"$4.79","8/31/10",6398,12367,31588,51888,39178,28284
"1618","A Breath of Snow and Ashes",4.44,"Historical Fiction, Historical, Romance, Fiction, Science Fiction, Time Travel, Fantasy","Diana Gabaldon",980,"$40.94","8/29/06",513,1892,12273,35985,70474,24227
"1619","Six of Crows",4.47,"LGBT, Audiobook, Young Adult Fantasy, Romance, High Fantasy, Fiction, Magic, Young Adult, Adventure, Fantasy","Leigh Bardugo",462,"$4.99","9/29/15",1907,3357,15028,55140,117287,38544
"1620","The Razor's Edge",4.19,"Fiction, Classics, Literature","W. Somerset Maugham",314,"$450.00","9/9/03",252,1035,5092,12331,13981,6538
"1621","Cloudy With a Chance of Meatballs",4.16,"Childrens, Picture Books, Fiction","Judi Barrett",32,"$6.30","4/1/82",1829,4992,20934,32386,54596,22947
"1622","Prodigy",4.28,"Science Fiction, Dystopia, Young Adult, Romance","Marie Lu",371,"$11.28","1/29/13",1332,4266,24311,64391,87614,36383
"1623","The Aeneid",3.83,"Academic, Epic, School, Classics, Fiction, Literature, Poetry, Ancient, Classic Literature, Mythology, Fantasy","Virgil",442,"$25.80","6/16/90",1746,7098,26172,32806,28935,19351
"1624","Magic Study",4.06,"Fantasy, Romance, Magic, Young Adult","Maria V. Snyder",392,"$6.85","9/26/06",508,2483,12598,25240,22734,12713
"1625","The Millennium Trilogy",4.47,"Suspense, Mystery, Contemporary, Mystery Thriller, Adult, Fiction, Crime, Literature, Thriller, Novels","Stieg Larsson",1531,"$21.03","5/25/10",313,595,3158,13037,25173,8455
"1626","Left Behind",3.83,"Religion, Fiction, Christian, Christian Fiction, Fantasy","Tim LaHaye",342,"$12.62","9/1/00",14085,14640,34534,48450,73826,37107
"1627","Beg For Mercy",4.36,"Adult Fiction, Dark, Erotica","Lucian Bane",233,"$6.49","8/17/15",17,24,80,120,415,131
"1628","The End of Eternity",4.23,"Time Travel, Science Fiction, Fiction","Isaac Asimov",192,"$6.00","10/1/71",190,934,5868,13959,17011,7592
"1629","It Ends with Us",4.4,"Romance, Fiction, New Adult, Contemporary","Colleen Hoover",385,"$8.52","8/2/16",1892,3781,14454,40678,87595,29680
"1630","The Witch of Blackbird Pond",3.98,"Historical Fiction, Historical, Childrens, Classics, Fiction, Young Adult","Elizabeth George Speare",256,"$5.99","5/15/78",2380,6154,26956,44355,44101,24789
"1631","Incarceron",3.64,"Fantasy, Dystopia, Science Fiction, Young Adult","Catherine Fisher",458,"$5.60","5/3/07",2072,5488,15281,18764,12927,10906
"1632","Trickster's Queen",4.29,"Fantasy, Fiction, Young Adult","Tamora Pierce",469,"$4.16","10/11/05",390,1421,7308,15997,26195,10262
"1633","Dead as a Doornail",4.01,"Mystery, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy","Charlaine Harris",297,"$11.33","4/25/06",1093,6410,44230,72841,63061,37527
"1634","Deity",4.39,"Romance, Young Adult, Fantasy, Paranormal, Mythology","Jennifer L. Armentrout",330,"$72.25","11/6/12",596,993,4974,13715,27009,9457
"1635","Feed",3.86,"Fiction, Dystopia, Science Fiction, Zombies, Horror","Mira Grant",599,"$124.98","5/1/10",2110,3776,9565,15750,16542,9549
"1636","Beautiful Bastard",4.03,"Romance, Adult Fiction, Contemporary, Adult, New Adult, Erotica, Contemporary Romance","Christina Lauren",320,"$10.28","2/12/13",4321,7696,23676,41863,56428,26797
"1637","How the Grinch Stole Christmas!",4.36,"Childrens, Classics, Fiction, Holiday, Picture Books, Christmas","Dr. Seuss",64,"$16.62","10/4/04",4449,8582,36235,70225,171368,58172
"1638","Hopeless",4.31,"New Adult, Young Adult, Contemporary, Romance","Colleen Hoover",410,"$10.41","12/19/12",4615,8265,27495,64824,131688,47377
"1639","A Court of Thorns and Roses",4.26,"New Adult, Young Adult, Romance, Fantasy","Sarah J. Maas",419,"$8.12","5/5/15",6369,12047,38924,92905,165666,63182
"1640","The Moon is a Harsh Mistress",4.17,"Science Fiction, Classics, Fiction","Robert A. Heinlein",288,"$600.00","3/14/05",1032,3317,16266,34093,42697,19481
"1641","We",3.94,"Russia, Cultural, Classics, Fiction, Science Fiction, Dystopia","Yevgeny Zamyatin",255,"$21.60","4/26/93",872,3339,12889,21670,18782,11510
"1642","A Great and Terrible Beauty",3.79,"Historical Fiction, Historical, Fiction, Young Adult, Fantasy","Libba Bray",403,"$6.84","12/9/03",7017,17498,46831,60294,62108,38750
"1643","The Name of This Book Is Secret",4.05,"Mystery, Fiction, Fantasy, Young Adult, Childrens, Middle Grade, Adventure","Pseudonymous Bosch",364,"$3.94","10/1/07",1125,2305,8829,14939,19264,9292
"1644","Less Than Zero",3.58,"Novels, Contemporary, Fiction","Bret Easton Ellis",208,"$8.00","6/9/10",2098,6071,17238,20602,11638,11529
"1645","The Epic of Gilgamesh",3.67,"Fiction, Fantasy, Literature, Classics, Mythology, Poetry","Anonymous",120,"$19.47","5/4/06",1897,6962,21671,22712,17917,14232
"1646","Gabriel's Inferno",4.01,"Erotica, Contemporary, Adult, Romance, Contemporary Romance, Adult Fiction","Sylvain Reynard",506,"$5.60","4/4/11",5868,9055,22497,37549,59416,26877
"1647","The Scorpio Races",4.09,"Romance, Fiction, Fantasy, Young Adult, Mythology","Maggie Stiefvater",409,"$5.60","10/18/11",2316,4295,13757,27799,37260,17085
"1648","For Whom the Bell Tolls",3.96,"Historical Fiction, Historical, Classics, Fiction, Literature, War","Ernest Hemingway",471,"$388.65","4/26/95",5017,12965,47263,83688,79774,45741
"1649","Acheron",4.59,"Paranormal Romance, Paranormal, Vampires, Romance, Fantasy","Sherrilyn Kenyon",728,"$8.89","8/5/08",500,926,3516,9393,37031,10273
"1650","Leviathan",3.92,"Fiction, Historical Fiction, Fantasy, Young Adult, Science Fiction, Historical, Steampunk","Scott Westerfeld",440,"$59.00","10/6/09",2383,5074,16941,28347,27425,16034
"1651","Survival in Auschwitz",4.31,"Nonfiction, History, Autobiography, Biography, World War II, Holocaust, Memoir, Classics","Primo Levi",187,"$18.53","9/1/95",369,866,4885,12999,19695,7763
"1652","The Awakening / The Struggle",3.68,"Paranormal, Vampires, Romance, Young Adult, Fantasy","L.J. Smith",492,"$3.59","6/26/07",3781,8528,19489,19704,23791,15059
"1653","O Pioneers!",3.86,"Fiction, Historical Fiction, Literature, Historical, Classics","Willa Cather",159,"$9.40","4/26/92",1069,2542,9781,16086,12273,8350
"1654","Wide Sargasso Sea",3.58,"Fiction, Historical Fiction, Literature, Historical, Classics","Jean Rhys",190,"$15.07","8/19/92",1992,5962,16306,18474,11311,10809
"1655","I Am the Messenger",4.08,"Fiction, Young Adult, Mystery, Contemporary","Markus Zusak",357,"$8.94","5/9/06",1704,5489,21880,44286,47140,24100
"1656","Daddy-Long-Legs",4.12,"Romance, Fiction, Historical Fiction, Young Adult, Historical, Classics","Jean Webster",249,"$109.99","4/26/12",452,1278,6501,12570,14593,7079
"1657","The Omnivore's Dilemma: A Natural History of Four Meals",4.18,"Nonfiction, Health, Food, History, Nutrition, Food and Drink, Science","Michael Pollan",450,"$1.75","4/26/06",1810,4896,23997,64085,68697,32697
"1658","Alice in Zombieland",4.05,"Romance, Young Adult, Fantasy, Paranormal, Zombies, Horror","Gena Showalter",404,"$9.78","9/25/12",1471,2119,5932,10591,16250,7273
"1659","A Suitable Boy",4.11,"India, Fiction, Historical Fiction, Historical, Cultural, Asian Literature, Indian Literature","Vikram Seth",1474,"$8.60","10/4/05",740,1750,6504,13358,16414,7753
"1660","A Million Suns",4.03,"Young Adult, Romance, Dystopia, Science Fiction","Beth Revis",386,"$2.18","1/10/12",1048,2346,9728,17969,18848,9988
"1661","Wallbanger",4.08,"Romance, Womens Fiction, Humor, Contemporary, Funny, Adult, New Adult, Chick Lit, Contemporary Romance","Alice Clayton",384,"$12.94","11/27/12",4025,8296,26543,50517,67276,31331
"1662","Norwegian Wood",4.03,"Japanese Literature, Contemporary, Cultural, Japan, Romance, Fiction, Asian Literature","Haruki Murakami",296,"$6.43","9/12/00",3760,13159,51418,108930,97075,54868
"1663","The Communist Manifesto",3.54,"Nonfiction, Politics, History, Economics, Philosophy, Classics","Karl Marx",288,"$5.57","6/27/02",4574,10044,26862,25610,20594,17537
"1664","Turtles All the Way Down",4,"Young Adult, Contemporary, Fiction","John Green",288,"$8.15","10/10/17",2617,10240,42631,77645,70267,40680
"1665","Apollyon",4.39,"Romance, Young Adult, Fantasy, Paranormal, Mythology","Jennifer L. Armentrout",343,"$64.54","4/4/13",280,851,4098,11718,21858,7761
"1666","Crossing the Seas: A Diary of My Thoughts",4.43,"Nonfiction","Yuehai Xiao",328,"$18.78","10/8/12",7,0,4,28,74,23
"1667","The Miracle of Forgiveness",4.36,"Christianity, Nonfiction, Church, Spirituality, Lds, Self Help, Religion","Spencer W. Kimball",376,"$21.67","1/28/97",489,373,1379,3481,8933,2931
"1668","From the Mixed-Up Files of Mrs. Basil E. Frankweiler",4.15,"Mystery, Childrens, Middle Grade, Fiction, Young Adult","E.L. Konigsburg",178,"$3.59","6/2/03",2417,5972,28030,55881,72022,32864
"1669","Stolen: A Letter to My Captor",3.93,"Romance, Fiction, Contemporary, Young Adult, Realistic Fiction","Lucy Christopher",304,"$6.60","5/4/09",1753,4653,12887,20126,22835,12451
"1670","The Miraculous Journey of Edward Tulane",4.36,"Fantasy, Childrens, Middle Grade, Fiction","Kate DiCamillo",200,"$3.94","2/14/06",634,1586,8001,19651,37521,13479
"1671","Bury My Heart at Wounded Knee: An Indian History of the American West",4.22,"Nonfiction, Historical, Classics, American History, History, North American Hi...","Dee Brown",509,"$45.33","1/23/01",760,1512,7495,18151,24600,10504
"1672","On Writing: A Memoir of the Craft",4.33,"Nonfiction, Language, Memoir, Biography, Autobiography, Writing","Stephen King",320,"$2.99","7/26/02",1783,4059,22094,62504,96609,37410
"1673","Bartleby the Scrivener",3.91,"Short Stories, Fiction, Literature, 19th Century, Classics, American","Herman Melville",80,"$5.36","5/1/04",810,2357,8636,14358,12369,7706
"1674","The Awakening: Fate in Motion",4.32,"Contemporary, Fiction, Book Club, Young Adult, Childrens, Fantasy, Adult, Middle Grade, Novels, Drama, Adventure","Suzanne Boisvert",331,"$15.00","9/15/18",8,10,91,612,530,250
"1675","The Harry Potter Collection 1-4",4.67,"Fantasy, Fiction, Young Adult","J.K. Rowling",1500,"$6.99","11/1/99",339,432,2409,8488,36144,9562
"1676","Slaughterhouse-Five",4.07,"Fiction, Classics, Science Fiction, War","Kurt Vonnegut",275,"$287.47","1/12/99",27179,50382,169794,339784,420900,201608
"1677","Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth",4.35,"Nonfiction, History, Adult, Aviation, Biography, Military Fiction, War, Adventure","Steve Snyder",376,"$6.99","8/15/14",0,1,114,505,509,226
"1678","Every Day",3.96,"Contemporary, Romance, Fiction, Young Adult, Fantasy","David Levithan",322,"$5.86 to $5.96","8/28/12",4027,10917,35701,61848,62563,35011
"1679","Eighth Grade Bites",3.93,"Young Adult, Vampires, Paranormal, Fantasy","Heather Brewer",182,"$10.98","8/16/07",951,2429,7632,9377,12857,6649
"1680","I, Robot",4.19,"Science Fiction, Classics, Short Stories, Fiction","Isaac Asimov",224,"$259.00","6/1/04",1398,6001,39247,93461,100057,48033
"1681","The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus",4.11,"Nonfiction, History, Health, Medical, Medicine, Science","Richard Preston",352,"$13.71","6/15/99",965,2870,15369,32840,33668,17142
"1682","Down and Out in Paris and London",4.11,"Travel, Nonfiction, Autobiography, Biography, Memoir, Classics","George Orwell",213,"$5.10","3/15/72",237,1427,8758,21717,17682,9964
"1683","La Dame aux Camí©lias",3.98,"Romance, France, Fiction, European Literature, Cultural, French Literature, Classics","Alexandre Dumas fils",256,"$17.99","3/30/00",339,1435,6260,9748,9668,5490
"1684","Fear and Loathing in Las Vegas",4.08,"Humor, Contemporary, Journalism, Comedy, Classics, American, Travel, Fiction, Literature, Novels, Writing","Hunter S. Thompson",204,"$1.40","6/26/98",5373,12791,47299,93959,111478,54180
"1685","And the Mountains Echoed",4.05,"Historical, Contemporary, Fiction, Historical Fiction","Khaled Hosseini",404,"$119.00","5/21/13",2400,10316,52416,107911,92558,53120
"1686","A Dog's Purpose",4.35,"Fiction, Contemporary, Animals, Dogs","W. Bruce Cameron",319,"$6.88","7/6/10",865,2196,11294,30655,53084,19619
"1687","Lover Unleashed",4.29,"Romance, Fantasy, Paranormal, Vampires, Paranormal Romance","J.R. Ward",512,"$3.04","3/29/11",533,2349,11566,24151,40460,15812
"1688","Between Shades of Gray",4.37,"Fiction, Historical Fiction, Young Adult, Historical, War","Ruta Sepetys",344,"$8.80","3/22/11",1125,2429,13533,44711,70380,26436
"1689","Lover Awakened",4.45,"Paranormal Romance, Urban Fantasy, Paranormal, Vampires, Romance, Fantasy","J.R. Ward",448,"$10.36","9/5/06",1278,2926,14918,39448,92966,30307
"1690","Burr",4.08,"Military History, The United States Of America, Fiction, Historical Fiction, Politics, American Revolution, Literature, American History, Historical, North American Hi..., Novels, American","Gore Vidal",430,"$2.84","2/15/00",94,274,1377,3114,2780,1528
"1691","Sharp Objects",3.95,"Mystery, Fiction, Mystery Thriller, Thriller, Crime","Gillian Flynn",254,"$7.85","4/26/06",7503,24369,112124,210937,157251,102437
"1692","Lover Eternal",4.35,"Paranormal Romance, Paranormal, Vampires, Romance, Fantasy","J.R. Ward",441,"$5.60","3/7/06",1923,4188,19342,47212,90511,32635
"1693","The Lion, the Witch and the Wardrobe",4.21,"Childrens, Classics, Fiction, Young Adult, Fantasy","C.S. Lewis",206,"$0.73","4/26/05",23681,63846,299336,597050,886282,374039
"1694","The Complete Poems of Emily Dickinson",4.21,"Fiction, Classics, Poetry","Emily Dickinson",716,"$99.69","4/26/76",1162,2218,9898,19823,31747,12970
"1695","Crank",4.17,"Fiction, Young Adult, Contemporary, Poetry","Ellen Hopkins",537,"$6.44","10/1/04",2407,5534,18498,34134,56067,23328
"1696","Miss Lonelyhearts / The Day of the Locust",3.91,"Fiction, Literature, Novels, Classics, American","Nathanael West",185,"$231.52","6/1/69",259,547,1902,3205,2981,1779
"1697","Buddenbrooks: The Decline of a Family",4.15,"Fiction, European Literature, Germany, Cultural, German Literature, Classics","Thomas Mann",731,"$13.32","10/4/94",359,825,2851,6277,8298,3722
"1698","The Electric Kool-Aid Acid Test",3.92,"History, Classics, Nonfiction","Tom Wolfe",416,"$8.16","10/5/99",1081,3538,14572,23852,20111,12631
"1699","This Lullaby",4.03,"Fiction, Young Adult, Contemporary, Romance","Sarah Dessen",345,"$13.61","3/8/04",2962,8712,34318,52747,65590,32866
"1700","These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",4.34,"Historical Fiction, Historical, Romance, Fiction, Westerns","Nancy E. Turner",384,"$4.22","2/17/99",748,1292,6226,20996,32085,12269
"1701","Blood & Spirits",3.99,"Fantasy, Paranormal, Urban Fantasy, Supernatural, Vampires","Dennis Sharpe",310,"$4.70","4/21/11",6,13,25,33,68,29
"1702","Anna Dressed in Blood",3.95,"Romance, Young Adult, Fantasy, Paranormal, Ghosts, Horror","Kendare Blake",316,"$12.24","10/17/11",2512,5476,18152,28831,31963,17387
"1703","Succubus Blues",3.94,"Romance, Fantasy, Adult, Paranormal, Angels, Urban Fantasy, Supernatural, Vampires, Demons, Paranormal Romance","Richelle Mead",343,"$230.38","3/1/07",1202,2988,10887,17367,17447,9978
"1704","Nevermore",3.87,"Young Adult, Romance, Paranormal, Fantasy","Kelly Creagh",543,"$17.04","8/31/10",1329,2291,5465,7262,10450,5359
